text,hashtags,placename
"b""And you take on the dreams of the ones who have slept here\\nAnd I'm lost in the window, and I hide in the stairway\\nA\\u2026 https://t.co/hTH0Riga5G""",,"Toronto, Ontario"
"b'FFS. If there could be like *ANY* 5 minute period in the rest of 2017 that didn\\u2019t produce a cringe-worthy headline,\\u2026 https://t.co/Zr1NWHwb29'",,"Toronto, Ontario"
b'Markham tomorrow lovers! Will post rest of weeks schedule once locations have. Wen confirmed!!! Hope to see I \\U0001f495',,"Toronto, Ontario"
b'Bae\\u2019s sleep schedule is so fucked that last night was the first time in a couple days that we slept together at the\\u2026 https://t.co/R1Y5H7GO9h',,"Toronto, Ontario"
"b""Match on tinder so you have somewhere to sleep the night and then steal from their purse while they're knocked out\\u2026 https://t.co/5ytYrXwpUo""",,"Toronto, Ontario"
b'She was fine but sometimes she sleeps on my clothes after I smoke #nicotinecat',nicotinecat,"Toronto, Ontario"
b'I made a selfie light that changes colour and am sleepy so taking examples photos resulted in\\u2026 https://t.co/KT1oPSnBUe',,"Toronto, Ontario"
b'i need sleep',,"Toronto, Ontario"
"b'No sleep, putting in work.. that\\u2019s how she got it.'",,"Toronto, Ontario"
b'taking a nap and waking up to food cooking is the besttttt \\U0001f64c\\U0001f3fd\\U0001f64c\\U0001f3fd\\U0001f64c\\U0001f3fd\\U0001f64c\\U0001f3fd',,"Toronto, Ontario"
b'@Jerheld I could tweet using only this gif for the rest of my life and be happy',,"Toronto, Ontario"
b'@Don_inFarrhaven @TSNSteve @TSNJR @TSN1200 When a guy buys into a dumbed down system to fit the rest of the teams i\\u2026 https://t.co/tCXuK7wmI6',,"Toronto, Ontario"
"b'I slept in until like, 1pm today ._.'",,"Toronto, Ontario"
"b'Correction: ""More than 1 keg"" of #BCBS @GooseIsland See you ticket holders between 5-6pm, and see the rest of ya later!'",BCBS,"Toronto, Ontario"
"b""Don't be like the rest of them Darling....Millwork Edition. Our clients, after living as Ex Pats\\u2026 https://t.co/MHMumr1RPx""",,"Toronto, Ontario"
b'Done for the day! I need some sleep \\U0001f61fhttps://t.co/Jx39TvJrxY',,"Toronto, Ontario"
"b'@akakatie1 Hope you did have a good evening. Sorry, MIA here, needed to rest.'",,"Toronto, Ontario"
b'Verrry slept on. I have to go back to it. But i remember Brand New was a fuckin banger! https://t.co/8MkloE5Yio',,"Toronto, Ontario"
b'@RonWmHurlbut Agreed! Amalgamation was nearly two decades ago. Isn\\u2019t it time the rest of Toronto gets the same atte\\u2026 https://t.co/kHwQxF6NAP',,"Toronto, Ontario"
"b'Hope you like, and our velvet fog voices don\\u2019t lull you to sleep. \\U0001f602Adam @touchlineradio did a fantastic job. https://t.co/a6CKEzIXOx'",,"Toronto, Ontario"
b'can\\u2019t sleep with u on my mind',,"Toronto, Ontario"
b'ahhhh... nothing like a mid afternoon coma nap to stay up all night \\U0001f643',,"Toronto, Ontario"
"b""I hope Scott wears those pants for the rest of his life, I'm fine""",,"Toronto, Ontario"
b'Perdi as contas de quantas noites eu ouvi esta m\\xfasica em loop no meu r\\xe1dio at\\xe9 dormir... Mesmo\\u2026 https://t.co/tyluuj2L0B',,"Toronto, Ontario"
b'Gonna sleep goodnight',,"Toronto, Ontario"
b'Seems like a \\u201chold my beer\\u201d kinda moment ( sleeponitband + @zechpluister +  @asitisofficial +\\u2026 https://t.co/WKPK6esw5s',,"Toronto, Ontario"
b'what if I just nap now? \\U0001f634',,"Toronto, Ontario"
b'@hubecube_ The Roomba is tuckered out and I\\u2019m not sure if I should move it back to its normal sleeping space.',,"Toronto, Ontario"
"b""Exactly three weeks ago: I was crying myself to sleep because I had been doxxed and fired. \\n\\nTonight: I can't sleep\\u2026 https://t.co/DTkE6lCT4L""",,"Toronto, Ontario"
b'spider: (crawling into your mouth as you sleep) voooorrrree',,"Toronto, Ontario"
b'Wear your pjs tomorrow @StVeronicaDP to give bullying a rest. #DPStandUp https://t.co/wsN24YSN6u',DPStandUp,"Toronto, Ontario"
"b""Fuck I'm tired. Sunday my only day off. I'm going to sleep in!!!!""",,"Toronto, Ontario"
"b'1 more sleep until Santa! Tomorrow at 6pm, the man himself arrives.\\nWe will have candy canes, Christmas headbands,\\u2026 https://t.co/Mi9bB4TxxJ'",,"Toronto, Ontario"
b'Whut? Alas tres na ng hapon? HAHAHAHAHAHA no sleep last night zz jwu',,"Toronto, Ontario"
b'Ready for a nap!',,"Toronto, Ontario"
"b'Waiting to sell this hat right quick, and I\\u2019m off to sleep \\U0001f634'",,"Toronto, Ontario"
b'No better present for ur significant other than the gift of pain free sleep. Sleepy Kneez knee pillow for side slee\\u2026 https://t.co/h7PCEBfzls',,"Toronto, Ontario"
b'Yes because I am so loving my insomnia right now. I was used to 4 am. This is fucking ridiculous.',,"Toronto, Ontario"
b'When you go to kiss your sleeping boyfriend and he rolls away... @CC_Enlighten \\U0001f494',,"Toronto, Ontario"
"b'Congrats to Chris Kolankowski, Jamal Campbell and the rest of the Argos for winning the #GreyCup! \\n\\n@HeisTooTall\\u2026 https://t.co/YBFtczS5Dc'",GreyCup,"Toronto, Ontario"
"b""Sir. You don't sleep?""",,"Toronto, Ontario"
"b'Anxiety be all: ""we\'re going to eff your teeth up when you sleep. Bruhaha."" Night guard it is.'",,"Toronto, Ontario"
"b'She slept with wolves without fear, for the wolves knew a lion was among them! \\n\\nWith\\u2026 https://t.co/x2nkC9t9ik'",,"Toronto, Ontario"
"b""Paper keep calling it won't let me sleep @CousinStizz""",,"Toronto, Ontario"
"b'A PARENT\\u2019S INSTINCT: After 9 days of searching and 9 sleepless nights,  #Soleil Fleury\\u2019s dad finds his little girl\\u2026 https://t.co/zQDSFJilPo'",Soleil,"Toronto, Ontario"
b'Stop sleep on a nigga like your wifey do',,"Toronto, Ontario"
b'I just need winter break to arrive so I can sleep without tmrws fear and wake up knowing I have nothing to do',,"Toronto, Ontario"
b'Our biggest sale of the year is now live! Up to 75% off site wide! Will not be restocking\\u2026 https://t.co/2JQ0GLOHgS',,"Toronto, Ontario"
"b""If you see a person sleeping can you be not  insensitive and minimize your fucking voice because you're not the only one who's in the room.""",,"Toronto, Ontario"
b'Start your Monday with #gratitude - an example of people doing good in the world: @Tesla not only restores power at\\u2026 https://t.co/v0brGG5KHl',gratitude,"Toronto, Ontario"
"b'Every morning, after prying myself out of bed:\\nOkay im coming home after school &amp; napping \\nMe after school, until 2\\u2026 https://t.co/aI2eUjvhhA'",,"Toronto, Ontario"
b'Haha you people sleep breath and think with Pak  in ur mined. Small nation like Pak has that much power over u ppl.\\u2026 https://t.co/PkKFKMKSlg',,"Toronto, Ontario"
b'@_sssssss99d What do u mean \\u201cus\\u201d lmao there\\u2019s like a 25 year age gap between u and the rest of the worlds sex and the city fans',,"Toronto, Ontario"
b'Relaxing \\U0001f924with my pooch tn \\U0001f436 #yogapants #Chihuahua #cuddles.   Get my rest\\U0001f4aa\\U0001f3fd for tomorrow @MUSEMassageSpa Vaughan f\\u2026 https://t.co/lz1oL8WOko',"yogapants,Chihuahua,cuddles","Toronto, Ontario"
"b'Debo levantarme temprano, al paso que voy s\\xe9 que no me dormir\\xe9 r\\xe1pido, y tengo el cabello sucio, me lo lavo ahora o\\u2026 https://t.co/RqNP5xPPSh'",,"Toronto, Ontario"
b'They sleeping on me',,"Toronto, Ontario"
b'I feel like such a punk ordering tea. Literally paying someone to put a bag in some hot water and then asking me to do the rest',,"Toronto, Ontario"
"b'Almost done unfollowing the inactives/ non followbackers, it\\u2019s tiring. In the morning I\\u2019ll finish the rest and then follow'",,"Toronto, Ontario"
b'U see why I like to sleep early..my thoughts \\U0001f629\\U0001f3ca\\u200d\\u2640\\ufe0f',,"Toronto, Ontario"
b'jihyo lemme lay my head on ya tiddies!!!!! bring me to nap city!!!!!',,"Toronto, Ontario"
"b""\\U0001f3b5When I die and they lay me to rest\\nGonna go to the place that's the best\\nWhen I lay me down to die\\nGoin' up to the\\u2026 https://t.co/MrKjLg8jhM""",,"Toronto, Ontario"
"b'ZOMG!! While the kids sleep away, the ADULTS WILL PLAY!!!!!! \\U0001f600\\U0001f600\\U0001f600\\nhttps://t.co/0AQC4gremI\\n\\n- @KevinLimOnAir &amp;\\u2026 https://t.co/UippHvaYFc'",,"Toronto, Ontario"
"b""It's been a busy day. I look forward to sleep.""",,"Toronto, Ontario"
b'Kapagod talaga magtrabaho pag dika kinakauaap ng ibang kasama mo. Mga masasama ang loob na ako yung napiling lead hand kasi. \\U0001f602',,"Toronto, Ontario"
b'The market for new single-family homes has been restricted by the Ontario government\\u2019s\\u2026 https://t.co/di6UZOiL5z',,"Toronto, Ontario"
"b""Dreams happen over night or during the day while you're sleeping ... But that doesn't mean you can't make your drea\\u2026 https://t.co/BP17f7zNKP""",,"Toronto, Ontario"
b'@hbrown_5 stay woke never sleep out here! Your time Hailey! https://t.co/7gXTqInCCd',,"Toronto, Ontario"
"b""Legit woke up today and my first thought was; I can't wait to come home and nap \\U0001f623\\U0001f625\\U0001f62a\\U0001f922""",,"Toronto, Ontario"
b'i\\u2019m so done with this day already... im literally going home after work and going under the covers for the rest of the day',,"Toronto, Ontario"
b'@CiViiLy Have a good sleep Cindy.\\u26fc',,"Toronto, Ontario"
b'time for sleep....off',,"Toronto, Ontario"
b'@KingMinos777 guess its back to bickering after sleeping together back to the arguing and sarcastic remarks\\u2026 https://t.co/Tt9BKrlAjk',,"Toronto, Ontario"
b'@Efvsx_ Baba exactly. My major worry is that the west no go let them rest with their unending agenda. Wisdom is needed',,"Toronto, Ontario"
"b'Not enough sleep - really, not any sleep - but a moment in the sun, and the sight of 2 of my\\u2026 https://t.co/DDx5eGcc8U'",,"Toronto, Ontario"
"b""Money should be sorted. Now all's that's left is to sort out my sleeping pattern and emotions. Alcohol?""",,"Toronto, Ontario"
"b""I don't get how people can sleep beside someone every night. I slept beside a dog last night and I was so concerned\\u2026 https://t.co/dmetHhH6oD""",,"Toronto, Ontario"
b'More of this type of news when I\\u2019m about to go to sleep. Less apocalypse. Thanks Twitter. https://t.co/WMmwEuz0YR',,"Toronto, Ontario"
b'proud to announce my 3 month old son has slept through all 5 seasons of The Wire',,"Toronto, Ontario"
b'Thx @keithlovemovies killer review of #anotherwolfcop - 9/10 screening next Thursday (30) @whisfilmfest and rest of\\u2026 https://t.co/1aKF2GUnNv',anotherwolfcop,"Toronto, Ontario"
b'Brought my daughter into bed last night and got 7-8 glorious hours of sleep.  Did I make a deal with the devil? She\\u2026 https://t.co/ShaeMMmyzj',,"Toronto, Ontario"
b'@jenndoorbell it was so weird! I restored one post from my archive and like 3 photos showed back up on my feed all of a sudden !',,"Toronto, Ontario"
b'Maybe it\\u2019s my lack of sleep and poor diet combined with doing too much work in a short period of time... I just can\\u2026 https://t.co/010I6edZis',,"Toronto, Ontario"
"b'On that note, I should get some rest. My tutorial is in less than five hours \\U0001f629'",,"Toronto, Ontario"
b'I never sleep at night',,"Toronto, Ontario"
b'One day I\\u2019ll fix my sleeping pattern but tonight not that night',,"Toronto, Ontario"
"b""@CBCToronto YES! Finally! When the rest of the GTA does two-hour transfers but the #TTC doesn't, it's been extremel\\u2026 https://t.co/lQBR5mqYMW""",TTC,"Toronto, Ontario"
"b""I know it's boring but continue to like $GE here. Mkt will pounce on first sign of restructuring - asset sales or m\\u2026 https://t.co/4fbL8jNhbu""",,"Toronto, Ontario"
b'I\\u2019m done. I\\u2019m done texting you first. I\\u2019m done hoping you\\u2019ll call and I\\u2019m done crying myself to sleep. You\\u2019re just not worth it anymore.',,"Toronto, Ontario"
b'Anyway its 6 in the mornin and o havent slept a wink just to stream masterkey for taekey night/mornin',,"Toronto, Ontario"
"b'Too exhausted to work, then an edit for school after work. Just want to sleep.'",,"Toronto, Ontario"
"b'@MyFantasyLeague Who would you rather have rest of the season, PLUS next year? 0.5 PPR'",,"Toronto, Ontario"
"b'After sleeping on it, I\\ufe0f am still perturbed by the results of the American League MVP vote. You might even say I\\u2019m Mad Online.'",,"Toronto, Ontario"
b'Wishing you and your family a restful and peaceful Shabbat! #shabbatshalom #FridayFeeling https://t.co/tdRSJE752H',"shabbatshalom,FridayFeeling","Toronto, Ontario"
b'Wishing my body would just let me sleep in for once \\U0001f629',,"Toronto, Ontario"
"b'Pero NO M\\xc1S, hoy paso de largo, a ver si ma\\xf1ana a este cuerpo maldito le da por dormir'",,"Toronto, Ontario"
"b'It\\u2019s official Couturier, you have to call @91Tavares Daddy for the rest of your life now... WHAT https://t.co/vcRr5op94r'",,"Toronto, Ontario"
b'.@Miz_Salisbury &amp; I were chatting at lunch about the surge in s.a. reports is making out work v. hard to rest from right now. #tchysbjct',tchysbjct,"Toronto, Ontario"
b'I guess I spent the whole night trying to sleep but it obviously failed. Well I just proved to myself whether or no\\u2026 https://t.co/RvNjXvx8HT',,"Toronto, Ontario"
"b'Dog is feeling suitably chastised by not being allowed to cuddle and sleep next to me all night *deep sigh, rolls over to the cold side*'",,"Toronto, Ontario"
"b'Qu\\xe9 frustrante no poder dormir, estoy cansada, quiero dormir y nada.'",,"Toronto, Ontario"
"b'Feather in the wind, be your true self Amigas! Forget about the rest except your news director / producers opinion.\\u2026 https://t.co/IczUW5DYmb'",,"Toronto, Ontario"
"b""me: i'm gonna have a good relaxing day and i'm gonna get stuff done \\nsm: No\\nme, scheduling five depression naps: hu\\u2026 https://t.co/3NOPt7YXhT""",,"Toronto, Ontario"
"b'@roniuj Ele d\\xe1 um problema quando o computador entra em sleep. Tem q reiniciar. E o Synapse da Razer n\\xe3o d\\xe1 quit, e\\u2026 https://t.co/JGFS1Uehpd'",,"Toronto, Ontario"
b'Me sleeping well knowing Kirstie is living her life to the fullest https://t.co/l41oVl1m4d',,"Toronto, Ontario"
b'Turning down the rest for you',,"Toronto, Ontario"
"b""No no this sleep is too strong \\U0001f607\\U0001f607\\n\\U0001f607\\U0001f60d\\U0001f60d\\U0001f60d\\U0001f60a\\U0001f643\\U0001f643\\U0001f923\\nI can't night, everyone.\\U0001f60d""",,"Toronto, Ontario"
b'@Krxx_x I wanna fight everybody cause I could be sleeping',,"Toronto, Ontario"
b'Much needed rest',,"Toronto, Ontario"
"b""I haven't had a sleep-in day for weeks! So excited \\U0001f634 #DoNotDisturb #SushiLunch #UssConcert #HappyFriday""","DoNotDisturb,SushiLunch,UssConcert,HappyFriday","Toronto, Ontario"
b'antok na antok morning paku tong alaga ko napagka aga agang nagising\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d',,"Toronto, Ontario"
b'Ayun shet diko napapansin na nahuhulog na pala sipon ko yak',,"Toronto, Ontario"
b'Wish i was a kid again so i could take naps again and not be walked in on and judged \\U0001f644',,"Toronto, Ontario"
"b'@Chris_Mavinga hope you had a good rest! Encore une fois, je serai dans le stade pour vous supporter! Go get them! Go Reds Go! \\u26bd\\ufe0f'",,"Toronto, Ontario"
b'@Chase89Tim Love you all.. who can take offense.. no one wants to sleep on the floor.\\U0001f618\\U0001f618 https://t.co/3VnJ5Vb5uw',,"Toronto, Ontario"
b'@BTS_twt i get so tired if i dont sleep',,"Toronto, Ontario"
"b""I sleep all day and stay up all night and then complain about I'm how I can never get shit done""",,"Toronto, Ontario"
b'i can\\u2019t wait to nap later oh my god',,"Toronto, Ontario"
b'Don\\u2019t give up on your dreams!\\n\\nKeep sleeping.',,"Toronto, Ontario"
b'FINAL HOURS - Shop now: https://t.co/IflubdLsAI\\n\\nSpend $250 for N. America / $350 for rest of world\\n\\n#menswear\\u2026 https://t.co/QknbupPFer',menswear,"Toronto, Ontario"
"b""y'all sleeping on chocolate covered gummybears \\U0001f634""",,"Toronto, Ontario"
"b'@allnews2nite @lraitt @JustinTrudeau You  must have slept through his UN, NATO and TPP meetings. There is media cov\\u2026 https://t.co/ZOJMLnGwTp'",,"Toronto, Ontario"
b'@TekSavvyCSR Hi my dsl light is off for while.  Is there any current outages in Scarborough? I restarted both the m\\u2026 https://t.co/Wxmz0HCyoi',,"Toronto, Ontario"
"b'Not on here is the true social strife of the skies, the passive aggressive battle over the arm rest. https://t.co/hiX6O7NghQ'",,"Toronto, Ontario"
b'Me after 2 nights of no sleep with a wounded/uncomfortable/sad kitten\\U0001f61f\\U0001f61f https://t.co/a3sUsn6mRi',,"Toronto, Ontario"
"b""@m_r_stewart @Scruffopone But she isn't trying to restrict speech here. Being pro-freedom-of-speech doesn't mean yo\\u2026 https://t.co/NY7WlchygL""",,"Toronto, Ontario"
"b""I'm gonna let that part of myself go and let the rest of me focus on my real dream.""",,"Toronto, Ontario"
b'Not charging your phone before you sleep &lt;&lt;&lt;',,"Toronto, Ontario"
b'This morning I woke up to Paige sleeping inside my pillow case. \\n\\n\\U0001f415 \\U0001f495',,"Toronto, Ontario"
b'I cant tell if im very stressed because of my life or that stupid leafs game. Either way. Gotta cry myself to sleep tonight. I can feel it.',,"Toronto, Ontario"
b'This is house rent resting on just 4 fingers; School fees in gadget form. Please where is the\\u2026 https://t.co/qGhjFVqbRN',,"Toronto, Ontario"
"b'Mueller never sleeps, takes a holiday, or plays golf. https://t.co/KERZtouFaI'",,"Toronto, Ontario"
b'@realDonaldTrump represents the worst of what America is and sadly the rest of the world is very familiar with the\\u2026 https://t.co/EeEcIRuO83',,"Toronto, Ontario"
b'I hate this assignment and I just wanna sleeppppp',,"Toronto, Ontario"
b'@MykAussie good job myk!! now get off line and get some rest lol',,"Toronto, Ontario"
b'hope i die in my sleep tn and my afterlife is actually just the flower field from howls moving castle',,"Toronto, Ontario"
"b""Found my cat sleeping on the blanket that fell of my bed, so naturally he's wrapped up in it on the floor #catmomproblems #stanley""","catmomproblems,stanley","Toronto, Ontario"
"b'When doing my makeup, I spend aprox 35 min trying to perfect my eyebrows and then 2 minutes on the rest of the face. #priorities'",priorities,"Toronto, Ontario"
"b""We're continuing to grow! Our #Toronto, ON office is looking for a #projectengineer to join our #structural restora\\u2026 https://t.co/00n83xiFUg""","Toronto,projectengineer,structural","Toronto, Ontario"
b'My dog started to randomly hiccup while he was trying to sleep so I lightly smacked the bed near him and startled h\\u2026 https://t.co/3ehZIuA5Yj',,"Toronto, Ontario"
b'They have to use two nurses when taking my blood b/c one has to restrain me.',,"Toronto, Ontario"
"b'@omartin100 @CCbucko youll love it, everyone does\\n\\ndont be shocked that cod tongues are on every menu in every rest\\u2026 https://t.co/LTUXjc38CV'",,"Toronto, Ontario"
"b'I wasn\\u2019t sure what to expect from @WonderWomanFilm..... but, WOW, it was awesome...&amp; restored my faith in super her\\u2026 https://t.co/dzzYsBZB8Q'",,"Toronto, Ontario"
b'I always get night terrors when I can\\u2019t fall asleep and it\\u2019s like \\u201cha you can\\u2019t sleep so when you finally do we\\u2019ll\\u2026 https://t.co/NErd6j4TFe',,"Toronto, Ontario"
b'#ThursdayThoughts Add a splash of colour to any project to stand out from the rest! #thursdaymotivation #oneofakind\\u2026 https://t.co/TvAlw2izgH',"ThursdayThoughts,thursdaymotivation,oneofakind","Toronto, Ontario"
"b'So I went to bed at 9pm, got a good nine hours of sleep.. and yet I\\u2019m still ready for a nap? Pregnancy fatigue is d\\u2026 https://t.co/TmsRByLKCS'",,"Toronto, Ontario"
"b""Woke up #yesterday with a sore neck, must've slept wrong... going on #Day2 .... any #Chiropractic #Doctors out ther\\u2026 https://t.co/4DeXhiOxzl""","yesterday,Day2,Chiropractic,Doctors","Toronto, Ontario"
b'@davegramana This is a screenshot of a pic of a pic of me when I was about 11 or 12 sleeping while soaking my foot!\\u2026 https://t.co/lkFHpotMKq',,"Toronto, Ontario"
b'\\u201cHire the right #aCtOr and the rest happens naturally\\u201d [#sPidErMaN2 cOmMenTarY] := build the right #TEAM and the re\\u2026 https://t.co/IbmvuIwL1h',"aCtOr,sPidErMaN2,TEAM","Toronto, Ontario"
b'TFW you wake up at 2am and your body thinks it got enough sleep. #wideawake https://t.co/2Jae3jCo9O',wideawake,"Toronto, Ontario"
b'Wow so the funniest shii just happened to me right now\\U0001f602..so I woke up thinking I over slept for work cus damn the s\\u2026 https://t.co/lQqlpsCHs6',,"Toronto, Ontario"
b'@anishinaboy The rest of us are calling for an end to the AFN completely never mind hazing.  They always overstep their mandate.',,"Toronto, Ontario"
"b""@MAU5NER Given that $FIRE has been a 'trailer' to the rest of the market, I'm sure it'll get its feet wet in terms\\u2026 https://t.co/darecHzess""",,"Toronto, Ontario"
b'@defenzlaw @OACTA @CDLawyers cool. i stay at the arcade (top pic) when i go there. enjoy the restos on east fourth!',,"Toronto, Ontario"
"b'@Newstalk1010 @ryandoyleshow Hopefully, you did not call me on the two days when I slept through your show.'",,"Toronto, Ontario"
b'i didn\\u2019t nap so i could specifically go to sleep early tonight to wake up to open at work tmw and i am too anxious\\u2026 https://t.co/3Vp4ye80EB',,"Toronto, Ontario"
"b'My macalin literally, like literally, told me to download cashars on his iPod while he took naps on my couch for 1.\\u2026 https://t.co/mAyrGxwudX'",,"Toronto, Ontario"
"b'After sleeping on it, I\\ufe0f am still perturbed by the results of the American League MVP vote. You might even say I\\u2019m Mad Online.'",,"Toronto, Ontario"
"b'After sleeping on it, I\\ufe0f\\u2019m still perturbed by the results of the American League MVP vote. You might even say I\\u2019m Mad Online.'",,"Toronto, Ontario"
"b'After sleeping on it, I\\ufe0f am still perturbed by the results of the American League MVP vote. You might even say I\\u2019m Mad Online.'",,"Toronto, Ontario"
"b""While you sleep im working.\\nI'm working while you think im swervin. #Toronto #yyz""","Toronto,yyz","Toronto, Ontario"
b'Nice lil three hour nap \\U0001f605\\U0001f634',,"Toronto, Ontario"
b'this jetlag tho. my brain thinks i should be sleeping like all of the time.',,"Toronto, Ontario"
b'My schedule is so packed I\\u2019m trying to find 8 hours to sleep',,"Toronto, Ontario"
b'My cat is the least affectionate thing ever yet the last 2 nights she\\u2019s decided that she must sleep on my pillow if\\u2026 https://t.co/RgEzI8EgFU',,"Toronto, Ontario"
b'I yawn so much i either need more sleep or an oxygen tank',,"Toronto, Ontario"
"b""don't sleep on Terrance Escobar""",,"Toronto, Ontario"
b'lol I just had a nap? And my throat \\U0001f637',,"Toronto, Ontario"
b'Etong mga pana na to talaga napakapakialamero ng gamit \\U0001f926\\U0001f3fb\\u200d\\u2640\\ufe0f\\U0001f595\\U0001f3fc letche',,"Toronto, Ontario"
"b""People say the world didn't end in 2012 but have you really felt alive since then? Have a good sleep folks!""",,"Toronto, Ontario"
"b'Global coalition calls on Pakistan to immediately release journalist #ZeenatShahzadi to her family, and fully resto\\u2026 https://t.co/nwrEjM1rDa'",ZeenatShahzadi,"Toronto, Ontario"
"b""Good morning anxiety wait can I say good morning if you kept me from sleeping all night and I've just given up tryi\\u2026 https://t.co/WnfAcNwHDx""",,"Toronto, Ontario"
b'ok going back to sleep since i got like three solid hours....... bye everyone i love yeri',,"Toronto, Ontario"
b'Smiling in his sleep cuz he knows auntie dunnisha is on her way to\\u2026 https://t.co/qScbiVv4cD',,"Toronto, Ontario"
b'No better present for ur significant other than the gift of pain free sleep. Sleepy Kneez knee pillow for side slee\\u2026 https://t.co/QMyaRaRC4o',,"Toronto, Ontario"
b'These broken sleeps are really starting to get to me \\U0001f629 #restless #sosleepy',"restless,sosleepy","Toronto, Ontario"
b'ho appena letto una classifica delle citt\\xe0 italiane e milano \\xe8 sotto napoli voi siete p a z z i .',,"Toronto, Ontario"
b'Current thoughts: why can\\u2019t I sleep and what kind of caffeinated drink I\\u2019ll need to keep me from\\u2026 https://t.co/S3fGwoJDee',,"Toronto, Ontario"
"b""My mom specifically told me not to touch the cake before she went to sleep, guess who's munching on the cake \\U0001f382 \\U0001f602""",,"Toronto, Ontario"
b'I took a nap today and it was so good that I feel like I was hit by a bus',,"Toronto, Ontario"
b'got chubby cheeks on top of resting bitch face \\U0001f937\\U0001f3fb\\u200d\\u2640\\ufe0f https://t.co/JffjuRC07H',,"Toronto, Ontario"
b'Being genuine is its own reward you get to go to sleep feeling like a boss',,"Toronto, Ontario"
"b'@Citizen004 @spaikin @TheAgenda If racists slurs can be restricted by law, which they can, then there is no reason\\u2026 https://t.co/qqdMR8EbxL'",,"Toronto, Ontario"
"b'@cjmcginnis A5 Eye shades, noise cancellation headset, sleep aid. At the end of the day, improving rest is the most\\u2026 https://t.co/gOC1qlc3Dx'",,"Toronto, Ontario"
"b""Between my loud gross neighbour moving at 7am and the construction outside my condo I don't think I will ever sleep properly ever again.""",,"Toronto, Ontario"
b'\\U0001f634 Don\\u2019t sleep on me!!! \\nSunday BMO Field #WinOrGoHome\\U0001f451\\n#So409\\U0001f4aa\\U0001f3fe #NoHandouts\\U0001f6ab #BallSoHard\\U0001f3c8\\u2026 https://t.co/oF0wRAt0V0',"WinOrGoHome,So409,NoHandouts,BallSoHard","Toronto, Ontario"
"b'Whoever restrains his words has knowledge, and he who has a cool spirit is a man of understanding.  - Proverbs 17:27'",,"Toronto, Ontario"
b'4 hours of sleep. Why. \\U0001f634',,"Toronto, Ontario"
"b""If you haven't heard Hoodrich Vol.3 you sleep IAMDDB to the \\U0001f30e""",,"Toronto, Ontario"
b'People like Karadzic and Mladic should be tortured every single day for the rest of their lives while in prison. Ev\\u2026 https://t.co/MT2GszoYy0',,"Toronto, Ontario"
b'I keep waking up earlier and earlier (rested) every day :| I\\u2019m at 5.37 today and can\\u2019t go back to sleep.',,"Toronto, Ontario"
b'@bruce_katz FYI: @nytimes piece says #toronto less restrictive about sec suites. That changed today. Unanimous vote\\u2026 https://t.co/VNMDljoX2u',toronto,"Toronto, Ontario"
"b""I have 3 minutes to make it to a baby class, but the baby is still napping. Guess we're not going. Thanks, kid. #matleavelife""",matleavelife,"Toronto, Ontario"
"b""I wanna go to sleep so bad but she's got a 7 hour day still ahead of her \\U0001f6b6\\U0001f3fb\\u200d\\u2640\\ufe0f""",,"Toronto, Ontario"
b'inch resting.... now do shinee and red velvet https://t.co/pxokYFnF6n',,"Toronto, Ontario"
b'Can\\u2019t sleep\\U0001f612',,"Toronto, Ontario"
b'Ano na balita kay alden? Sana ok lang sya.  He needs to rest. #ALDUBSupportsSince2015',ALDUBSupportsSince2015,"Toronto, Ontario"
b'Ano na balita kay alden? Sana ok lang sya.  He needs to rest. #ALDUBSupportSince2015',ALDUBSupportSince2015,"Toronto, Ontario"
b'@Guru28Goddess @Mystical164 @SondraLaporte Thank you sweetie. It took me forever but I wasn\\u2019t going to sleep until\\u2026 https://t.co/uh2wwXVUjf',,"Toronto, Ontario"
"b'@Wendishhillfolk @RealJoviVal @AAMcLane @Wiininiskwe @Spaz66 Ban no , but most of those have more restrictions and\\u2026 https://t.co/UZ2tGGtjcc'",,"Toronto, Ontario"
b'Hey guys what is your favorite Ryan Reynolds movie? Mine is the one where he tells his kid how many women he slept with',,"Toronto, Ontario"
b'@Ottogingerboy @BergsonSandra \\U0001f607Seamus here! (All 5 Brofurs sisfur on pawtrol or sleepz) Otto Glo can I stops by yo\\u2026 https://t.co/HRRO3aDsky',,"Toronto, Ontario"
"b""Now that I've seen The #AvengersInfinityWar trailer, I can spend the rest of the day reading comics. Excuse me....""",AvengersInfinityWar,"Toronto, Ontario"
b'Ont reste premier Houston Rockets \\U0001f680',,"Toronto, Ontario"
"b'How\\u2019s this for a barber shop restroom! Cheers for the cut, @crowsnestbarber \\U0001f487\\u200d\\u2642\\ufe0f\\U0001f6bd https://t.co/dJ9sy7OQEM'",,"Toronto, Ontario"
"b'kabwiset yung mga customers na napaka demanding \\U0001f644 sila na nga yung gustong maka alis ng mabilis, di pa tanggalin mga bilihin sa basket \\U0001f644'",,"Toronto, Ontario"
"b""@mnaficy @aarticulating Great post in @CNTraveler - I play Life Sounds to sleep myself! Can't live without the Amaz\\u2026 https://t.co/9qu6q2u33l""",,"Toronto, Ontario"
"b""Finished my philosophy essay &amp; I'm celebrating the fact I might get more than 4hrs of sleep tonight \\U0001f62d #CollegeStruggle.""",CollegeStruggle,"Toronto, Ontario"
