text,hashtags,placename
b'We told you to buy in advance! \\nOnly 5 seats left for tonight\\u2019s show! \\nTuesday is 75% sold\\u2026 https://t.co/eiG0N6pzsn',,"Toronto, Ontario"
"b'It reminds me of what taemin said, you might like other groups besides us but please always watch over us. I truly\\u2026 https://t.co/9VKywczAtn'",,"Toronto, Ontario"
"b'OH MAN. Soo hooked on Starcraft! I swear everytime I play, my strategy gets better and better'",,"Toronto, Ontario"
"b'@GitRDoneLarry @CharlesWieand The fella that plays him on Twitter is funnier, anyways. Much younger, as well. Not u\\u2026 https://t.co/d8a46aEi9w'",,"Toronto, Ontario"
"b'Our government is so corrupt that they no longer work for WTP, too busy covering their asses..#HypocrisyUSA'",HypocrisyUSA,"Toronto, Ontario"
b'Someone literally rage quit work today. :I',,"Toronto, Ontario"
b'Great research work by @AlyssaBrunton @vancerton and @AlisonAGodwin on line-of-sight in the construction and mining\\u2026 https://t.co/y0289mVvBd',,"Toronto, Ontario"
"b'Thank you, @kimahli for all your great work through @RainbowRailroad for the #LGBTQ community! \\U0001f44f\\U0001f3fb https://t.co/hd6f6dynOw'",LGBTQ,"Toronto, Ontario"
b'The opening of my show GLOBUS was fabulous. Love this caption of nessalilly enjoying the\\u2026 https://t.co/MHA7jbMM4v',,"Toronto, Ontario"
b'@katkel_sc @SenFranken @realDonaldTrump @GOP President shit show is getting his policy ideas from @seanhannity and\\u2026 https://t.co/2POJb5R8Sq',,"Toronto, Ontario"
"b'He\\u2019s being traded, watch... Team we\\u2019re trading to wanted him under contract to make the trade... me thinks \\U0001f914 https://t.co/BwQ2nql2IS'",,"Toronto, Ontario"
"b""@MeganMcGurk that's exactly how French immersion classes worked out for me""",,"Toronto, Ontario"
b'As in like drafting most of their players is that what you mean by manufacturing https://t.co/uGodAxkYyA',,"Toronto, Ontario"
b'@thejessielau @jonnysun Ooh. That show tends to spawn ideas...',,"Toronto, Ontario"
b'I was really hyped to watch Penguins hockey at work this afternoon. https://t.co/COJDzufSrh',,"Toronto, Ontario"
b'\\u2018Elunthu Vaarungal\\u2019 beautifully sung by Vaanampadigal. Make sure you watch us live at\\u2026 https://t.co/rE6vFf0oVl',,"Toronto, Ontario"
b'I\\u2019ll have some work-in-progress as well. Luckily there are finished paintings! See you Sunday #OpenHouse #buyart https://t.co/GVHsChKzPo',"OpenHouse,buyart","Toronto, Ontario"
b'Another impactful performance by Vaanampaadigal. Make sure you watch us live at https://t.co/b2tYZjp07m!\\u2026 https://t.co/kCMmQYjiRY',,"Toronto, Ontario"
"b""I'm eating cottage cheese and watching Venture Bros.""",,"Toronto, Ontario"
"b'The Mavs-Celtics game is exactly like playing against AI in 2K. You lead for the entire game, then in the last 2 mi\\u2026 https://t.co/g5iQasvLIZ'",,"Toronto, Ontario"
b'Trust me it works https://t.co/DqBvkkEkLG',,"Toronto, Ontario"
"b""Do you treat black women's hair like it were a game you can play with? How about playing this game instead of doing\\u2026 https://t.co/X1blts5NTM""",,"Toronto, Ontario"
b'So excited that @ellecortese and @marpi_ will be speaking in Toronto. I adore both of their work. \\U0001f60d https://t.co/4KANuDN8t5',,"Toronto, Ontario"
"b'@carsoncooper Thank you Carson for playing one of the most awesome Jimmy songs, the Oldest Surfer On The beach - ca\\u2026 https://t.co/JSLpUrCAQv'",,"Toronto, Ontario"
b'@iamslambo They should\\u2019ve rebuilt 6 years but couldn\\u2019t due to short term pressure of just making the playoffs. They\\u2026 https://t.co/OmBWGG3V5q',,"Toronto, Ontario"
"b""My new object of thirst is Kelvin Yu. Thanks, @ThirstAidKit. My thirst repertoire is growing weekly. You are doing the Lord's work.""",,"Toronto, Ontario"
b'#oaarchitects showing through both words and action how #architectscanhelp businesses reimagine how people #work in\\u2026 https://t.co/juNfQR4mSR',"oaarchitects,architectscanhelp,work","Toronto, Ontario"
"b""me: I don't want to watch another action movie. I've already watched tonnes of movies with fight scenes in them\\n*wa\\u2026 https://t.co/g0hPZ9UMAK""",,"Toronto, Ontario"
"b'Turbo switichin\\u2019 lanes, Hublot switch your watch. \\u231a\\ufe0f Trappin\\u2019 switch the spots, when you\\u2019re run\\u2026 https://t.co/fTov4L49cC'",,"Toronto, Ontario"
b'Got work today got work tomorrow got work the next day and the next day',,"Toronto, Ontario"
b'It\\u2019s a bunch of them gathering together like neighbourhood watch snitching https://t.co/8yb9CTIOf7',,"Toronto, Ontario"
"b'@EricHaywood It\\u2019s not a review, it\\u2019s the tag line for the 90s rom-com trailer with \\u201cSolsbury Hill\\u201d playing in the background'",,"Toronto, Ontario"
"b'HAHAHA halatang na intimidate  at na tense siya skn lolll, chill \\U0001f602'",,"Toronto, Ontario"
"b'She literally wants to go everywhere I go, do everything I do like it\\u2019s mad weird &amp; gets super mad when I tell her chill'",,"Toronto, Ontario"
"b'@axejay64 ""Mostly Buffalo"". Actually, that works. Sub in the appropriate place, and it\'ll work more times than not!'",,"Toronto, Ontario"
b'.@UFCW1006A activist @rechevbrowne speaking to the importance of working with all marginalized communities across t\\u2026 https://t.co/rwXXEVNiqy',,"Toronto, Ontario"
b'I was all excited when I got to work today cuz I thought it was Friday. Ugh only Thursday \\U0001f612 https://t.co/K8ALfpO6X5',,"Toronto, Ontario"
"b""@darlinginmyway I'm on ep 3, and yeah the beard is definitely working\\U0001f60c""",,"Toronto, Ontario"
b'Gonna unnecessarily eat ice cream while I work on lyrics. \\u263a\\ufe0f\\U0001f924',,"Toronto, Ontario"
b'When you\\u2019re tired of looking at client decks at work and decide to look up the definition of the\\u2026 https://t.co/DT4b2vQGvr',,"Toronto, Ontario"
"b""I ain't even watching what niggas do .""",,"Toronto, Ontario"
b'@martinceralde do your work',,"Toronto, Ontario"
"b'A very insightful piece on how we should deal with @realDonaldTrump. To quote Maya Angelou, \\u201cWhen someone shows you\\u2026 https://t.co/SKisKQxiIF'",,"Toronto, Ontario"
"b""@bahamiangalpyt @QueenSugarOWN I'm not saying she's doesn't hold blame, but she's worked just as hard to be better.\\u2026 https://t.co/WCqHgDoJMj""",,"Toronto, Ontario"
b'@emsprater1 @AprilDRyan It\\u2019s not a stock photo. The shadows from the photographer\\u2019s arms clearly show it to be amat\\u2026 https://t.co/UycEtdWXGE',,"Toronto, Ontario"
"b""@jazminnhayes ugh. I can't. Cody just finished a show, and I have to finish packing, then we pick up cort at 3am, f\\u2026 https://t.co/dfaa9JUes3""",,"Toronto, Ontario"
b'@kanbaeru @kxjiro last time i played was that pegasus event smhh',,"Toronto, Ontario"
b'Of all the great @marvel_jp tv shows I have watched so far @ThePunisher has to be up there as one of the best',,"Toronto, Ontario"
"b'tru1134 @itslilwindex thanks for the sick show, dick drawing on my hand and all the love #rikiki\\u2026 https://t.co/56HTQB5KH8'",rikiki,"Toronto, Ontario"
b'watching the great canadian baking show got me feeling: https://t.co/hhehU9qpjC',,"Toronto, Ontario"
b'Just binged watch both seasons of @Stranger_Things and I am blown away. It is Amazeballs \\U0001f525',,"Toronto, Ontario"
b'Thank you @LBBarnoff @RyersonFCS - thankful to work with supportive @RyersonU partners like yourself #champions\\u2026 https://t.co/DgAKZIfg52',champions,"Toronto, Ontario"
"b'Charlotte\\u2019s bench is actually outscoring Toronto\\u2019s, 27-25 at the half. Toronto up by 19 tho. Kyle playing lights ou\\u2026 https://t.co/U4CvmO74xn'",,"Toronto, Ontario"
b'Propaganda watch @RoyalFamily in SalvatiionArmy your new advertising is misleading and insulting to Canada. @salvati',,"Toronto, Ontario"
"b'Salvation Army ad onntv is offending Canada. Next time you watch it, understand the error .'",,"Toronto, Ontario"
b'@CBCToronto the \\u2018weather watcher\\u2019 pic has really suffered in quality lately...',,"Toronto, Ontario"
"b'@LyesMTL Same...but gonna play to enjoy the game only, no stress https://t.co/FT0r9A0O5y'",,"Toronto, Ontario"
b'Nothing replaces a healthy combination of hard work and passion. #dowhatyoulove #lovewhatyoudo',"dowhatyoulove,lovewhatyoudo","Toronto, Ontario"
"b""We're at @IIDEX today with our friends from @Stylegarage, showing off a collection of quickship designs. Stop by ou\\u2026 https://t.co/L3D6VZ5HZs""",,"Toronto, Ontario"
b'Fair play https://t.co/kA5GwYq2v9',,"Toronto, Ontario"
"b'No sleep, putting in work.. that\\u2019s how she got it.'",,"Toronto, Ontario"
"b""TTC Special Constables and Transit Fare Inspectors played a vital role in yesterday's emergency exercise at TTC 407\\u2026 https://t.co/SzxLWxoQfD""",,"Toronto, Ontario"
"b'I am far from lucky.\\nBut I am resilient, dedicated and work really, really hard.\\nI take\\u2026 https://t.co/xdr3fmJSLe'",,"Toronto, Ontario"
b'@AcadiaAD @Sportsnet I don\\u2019t think 7/27 is that bad. That\\u2019s 26%. Over 1/4 of #USports has played for Vanier in the\\u2026 https://t.co/SP5IBSOWJx',USports,"Toronto, Ontario"
b'At the gym. Just watched a guy take a gym selfie. Realest moment of my week. #gym #selfie',"gym,selfie","Toronto, Ontario"
b'Should I study more for my fully multiple choice psych test or chill and go to bed',,"Toronto, Ontario"
"b""@Azalialexi It's a must watch. If you're feeling it there are some wild follow up videos as well. Enjoy!""",,"Toronto, Ontario"
b'No playoffs.',,"Toronto, Ontario"
b'@Holdemag23 Both are great!  I actually watched Ferris the last time I was sick.',,"Toronto, Ontario"
"b""Back to back #MLSCupFinals for TFC. Wasn't the prettiest of games, but oh was it sweet!""",MLSCupFinals,"Toronto, Ontario"
"b'For the second year in a row, TFC will play in the MLS Cup \\u2014 beating the Columbus Crew 1-0 #TFC #MLS'","TFC,MLS","Toronto, Ontario"
b'My supervisor thought it would be fun to make a group WhatsApp chat. I\\u2019m so vex. I didn\\u2019t want anyone at work having my number\\U0001f612',,"Toronto, Ontario"
"b'@meyousaucepan I\\u2019m gonna start doing that, I hope it works\\u2639\\ufe0f'",,"Toronto, Ontario"
b'#CrewSC were shut out in 4 of 5 playoff games.  I blame Justin Meram.',CrewSC,"Toronto, Ontario"
"b""I don't want drake to ever stop talking at raptor games lol""",,"Toronto, Ontario"
"b""My best friends visited me at work and my coworkers won't stop talking about how good looking they are.. HELL YEAH THEY'RE BEAUTIFUL AF \\U0001f606\\U0001f60d""",,"Toronto, Ontario"
b'They really know how to play with peoples emotions\\U0001f644',,"Toronto, Ontario"
b'This means 10 more days of playoffs anxiety until the final :)))))) #tfclive',tfclive,"Toronto, Ontario"
b'Side note: watching my clients social media feed blow up brings me so much happiness. Teaching companies how to do\\u2026 https://t.co/P92HDkIYhr',,"Toronto, Ontario"
"b""The Arizona Coyotes are now 3 points back of the Edmonton Oilers.\\n\\nThey've played 3 more games but whatever..""",,"Toronto, Ontario"
b'Rewatchin Sundays games to get a better look at whos gettin my goalie of the week vote.  Makela vs Raty vs Chuli vs\\u2026 https://t.co/v5ArmilA6z',,"Toronto, Ontario"
"b""Not to anger #Leaf fans (I am one), but pretty tough for a goalie who's pushed into the net while the play is movin\\u2026 https://t.co/I55TIENRRV""",Leaf,"Toronto, Ontario"
"b""@Sebmo_ocr Ayye that's some luck! I'm gonna look out for ttars when i play the battle agency""",,"Toronto, Ontario"
b'Michael Bradley: I\\u2019m so proud of our group and what goes into a night like tonight and what goes into a playoff run like this.\\n#TFC',TFC,"Toronto, Ontario"
"b'Me: is stressed\\nMe: don\\u2019t distance yourself from ppl, remember how that worked out last time? \\nMe: https://t.co/Ut4PtBlDLG'",,"Toronto, Ontario"
"b""this is a call out post for @WRXNickA bc i was promised figure this out would be played at toronto but it's not on the setlist""",,"Toronto, Ontario"
"b'I\\u2019m not watching a shootout, so #TFC had better score.'",TFC,"Toronto, Ontario"
b'Nice Wasburn Rover travel-size acoustic guitar! Electronics aren\\u2019t working reliably so this is a\\u2026 https://t.co/eNtRPhjQNQ',,"Toronto, Ontario"
b'happy to announce a @lidopimienta headline show in toronto @thedrakehotel feb 17!! tix on sale\\u2026 https://t.co/juP13KLdBZ',,"Toronto, Ontario"
"b'Today is American Thanksgiving. In that spirit: I am thankful for the work @CentennialGCEI does daily to honour, am\\u2026 https://t.co/xdFZKn5IVG'",,"Toronto, Ontario"
"b'SHITSHOW PART 2: The #shitshow continues in terms of whether labour support and work with the NDP. \\nPS, this is how\\u2026 https://t.co/64WyyaIEL5'",shitshow,"Toronto, Ontario"
b'Hells Bells playing on a defensive 3rd down is my favorite thing in sports.\\n\\nSomething about Hells Bells just makes\\u2026 https://t.co/BttW8EqIok',,"Toronto, Ontario"
b'Looks a an unexpected package just showed up as I was leaving. Wonder what it could be? https://t.co/Iw9Rfou55z',,"Toronto, Ontario"
b'TONIGHT \\U0001f50bPart 1 of the @Anjunadeep showcase begins! Tickets at https://t.co/QvpNsiRIPH\\n\\nRSVP |\\u2026 https://t.co/Tl5sZ7MFJe',,"Toronto, Ontario"
b'@RFoggie Argos are playing for the Grey Cup on Sunday against the Stampeders. Sound familiar?',,"Toronto, Ontario"
b'Hemingway always shows up. Always.  #FrankieDrakeMysteries',FrankieDrakeMysteries,"Toronto, Ontario"
b'staying home sick includes watching the office all day and obnoxiously groaning w a blanket ovr Ur head as U lay on\\u2026 https://t.co/ScgoPpVZFA',,"Toronto, Ontario"
b'How I lose of course we\\u2019re legit beating everyone so easily all games off host but eventually we\\u2019re gonna lose because we got a bad seed',,"Toronto, Ontario"
b'@oldjetsam @jeffparker This is so much work',,"Toronto, Ontario"
b'@xdaynemartin AY. 6 in a row and 142 mins of shutout play. put some respekk on their name.',,"Toronto, Ontario"
"b'@ian_mendes And the hawks model has 5-6 core players with interchange players that are useful, if you\\u2019re hoping to\\u2026 https://t.co/cM0RHzEU6t'",,"Toronto, Ontario"
"b'While waiting to see Amanda Galle, I get to watch drumming at\\u2026 https://t.co/mlxThXcJTa'",,"Toronto, Ontario"
"b'100% not either, both are playing just fine https://t.co/HzG58VpZat'",,"Toronto, Ontario"
b'I added iPhone X screens to ITC and they don\\u2019t show up in the App Store. Sad really. Device Tracker by iT Guy Techn\\u2026 https://t.co/7Rm2ut6naZ',,"Toronto, Ontario"
b'Does @dawn_com still read reports before publishing? How the f&amp;@k Pakistan is worst than Iraq and Syria? Is showing\\u2026 https://t.co/9EbcO8eIZg',,"Toronto, Ontario"
b'However it did work for Wile E https://t.co/GY5oCy258p',,"Toronto, Ontario"
"b""This story from @joshuakloke is so great: Mike Babcock's life changing year playing for the Whitley Warriors in the\\u2026 https://t.co/cF6A7x1f3x""",,"Toronto, Ontario"
"b""Colin Mochrie &amp; Ashley Botting after last night's @notimprov anniversary show! @ashleybotting is\\u2026 https://t.co/p1sionmSiB""",,"Toronto, Ontario"
"b'LFC v Chelsea tomorrow! Kickoff at 1230pm, @scallywagsbar the place to watch all LFC matches as always.\\u2026 https://t.co/aKvUViR3dX'",,"Toronto, Ontario"
"b'We\\u2019re working to create a #BetterWorld. Not just today, but every day. #WorldRecyclingDay https://t.co/5snQwMMNfw'","BetterWorld,WorldRecyclingDay","Toronto, Ontario"
"b""Keep doing what you're doing, cause girl it's working @ Air Canada\\u2026 https://t.co/icdT95Y1tx""",,"Toronto, Ontario"
b'Best company I\\u2019ve ever worked for. I\\u2019m couldn\\u2019t be happier to be part of this adventure @Shopify \\U0001f49a',,"Toronto, Ontario"
b'@TheRealDaytime o think for people that have kids under 18 should have a filter and watch what the kids put online',,"Toronto, Ontario"
"b'Interesting take of a Georgie Harrison song, with his son Dhani and Tom Petty. But Prince steals the show, I think\\u2026 https://t.co/aiACibTvK5'",,"Toronto, Ontario"
b'Howe with a nice pokecheck to stop the play from comin across the front of the net! \\U0001f44c\\U0001f3fc',,"Toronto, Ontario"
b'@marvapoppins he deserves 9 champion rings 10 mvp awards and 6 player of the year awards',,"Toronto, Ontario"
b'This PM Bill 148 received Royal Assent;all #Ontario workers are treated fairly across the province! #onpoli\\u2026 https://t.co/I8ExBFBKui',"Ontario,onpoli","Toronto, Ontario"
b'If we aint winning by 15+ tonight I may need to step away from some of these games til the new year. Im personally\\u2026 https://t.co/xN69wP9cQg',,"Toronto, Ontario"
"b'I been watching Debo, Klow and JV as our main ""core guys"" make the playoffs last 4 seasons, someone needs to be ass\\u2026 https://t.co/TPoxVivH4E'",,"Toronto, Ontario"
b'Pull up a chair for #IronBowl2017 to watch THE ultimate rivalry in #CollegeFootball . Undefeated #Bama vs #Auburn.\\u2026 https://t.co/hPWFTCyX9X',"IronBowl2017,CollegeFootball,Bama,Auburn","Toronto, Ontario"
"b'Damn I missed the Mon-El trend and everything because I was so busy with school, but I watched the episode and it w\\u2026 https://t.co/77W8RC6RJ2'",,"Toronto, Ontario"
"b""I've never played Spades in my life.""",,"Toronto, Ontario"
"b'Damn I missed the Mon-El trend and everything because I was so busy with school, but I watched the episode and it w\\u2026 https://t.co/wwyra4l63L'",,"Toronto, Ontario"
b'Leafs now head to Florida for game on Wednesday\\n\\nToronto will play 14 of its next 18 games on the road (through Dec. 31 at Vegas)',,"Toronto, Ontario"
b'@EvanFallon I mean he\\u2019s open on almost every play',,"Toronto, Ontario"
b'I still havent watched finding dory LOL',,"Toronto, Ontario"
b'My workplace changes from day to day but the views are pretty nice!\\u2026 https://t.co/N2s1bqi9R1',,"Toronto, Ontario"
b'@ImCarrieAdams @HoneyDemForce Are there any real men left to vote for? and not perverts or pedophiles this is sickening to watch',,"Toronto, Ontario"
b'@bandascalene playing the INDE Week Launch Party at thehideouttoronto  \\U0001f3b8\\U0001f3b6\\U0001f389 check them\\u2026 https://t.co/008KotEzGc',,"Toronto, Ontario"
b'yep I get to proof the WHOLE THING but I also got to work with the lovely @yamoldfield on her insightful &amp; inviting\\u2026 https://t.co/xExwHK4kwL',,"Toronto, Ontario"
b'Report: Hockey Canada asks KHL to release players for Olympics\\nhttps://t.co/FarM0ckZWq',,"Toronto, Ontario"
"b""Thank you to everyone who joined us at our AGM last night! We elected a great executive that's ready to get to work\\u2026 https://t.co/UxJGgdz1Ht""",,"Toronto, Ontario"
"b""Isn't it crazy that if ants gained sentience and all worked together they still couldn't beat me at Call of Duty?""",,"Toronto, Ontario"
"b""Another 70+ hr work week almost done. 3 more shifts to go. Week #2. \\nIt's harder this since we're renovating. So mu\\u2026 https://t.co/YSFXtQDA9A""",,"Toronto, Ontario"
b'No Milan nor Juve player either. Just means this is a useless squad. Having said that CR7 played for Utd this centu\\u2026 https://t.co/X3Gkur6L8M',,"Toronto, Ontario"
b'Every time I\\ufe0f get in an argument my girl writes down what we need to work on to talk about it later \\U0001f62d\\U0001f62d',,"Toronto, Ontario"
"b'Credit to JVR, he defended the NHL using video review for goalie interference plays tonight. Said without it often\\u2026 https://t.co/jv2zNPK6OI'",,"Toronto, Ontario"
b'Yes watch &amp; retweet! https://t.co/BsBXSZzF9t',,"Toronto, Ontario"
b'The best part about living two blocks from your office is the fact that when you\\u2019re working from home for the day y\\u2026 https://t.co/2krplgqip8',,"Toronto, Ontario"
"b'Consider subgroup by lesion type. E.g drug eluting tech works for smooth muscle prolif, a problem for coronaries bu\\u2026 https://t.co/XZzd2glerj'",,"Toronto, Ontario"
"b""@bcolinstacy @willow_catelyn i hope you're not showing her CURE""",,"Toronto, Ontario"
"b'What an amazing #WEday. For more inspiration watch the WE Day Special on CTV, Nov. 25 at 7 PM!'",WEday,"Toronto, Ontario"
b'Yoooo chill. U can\\u2019t be saying this.  Every nigga deserve New pussy. https://t.co/WeKf8efzop',,"Toronto, Ontario"
"b'@jogilviephoto showcasing the 1st of many light setups &amp; enjoying the new tether cart setup, complete w/ a 27\\u201d Appl\\u2026 https://t.co/JSkk71Tpbt'",,"Toronto, Ontario"
"b""Post workout selfie!!! I'm a sweaty \\U0001f4a6hot mess but let me tell you I feel the sexiest after my\\u2026 https://t.co/JP9zKgPXDr""",,"Toronto, Ontario"
"b""@modelseulgi it'll be 4am for me &amp; i work tmrw but I'LL STAY UP FOR RV""",,"Toronto, Ontario"
b'Someone give Hasler a pair of keeper gloves so he can play all 11 positions tonight. #machine #TFCLive #CLBvTOR #MLSCupPlayoffs',"machine,TFCLive,CLBvTOR,MLSCupPlayoffs","Toronto, Ontario"
"b""I'm looking forward to seeing the work @florioj and the @HCMaltonDPCDSB students do for this year's #HourOfCode and\\u2026 https://t.co/ehJjQCiqT3""",HourOfCode,"Toronto, Ontario"
b'#bandfchristmas show\\U0001f384\\U0001f385\\U0001f3fc @ Royal Alexandra Theatre https://t.co/irzusflaer',bandfchristmas,"Toronto, Ontario"
b'Colleges and Universities work into the night with students and faculties forging aim iron clad agreement between C\\u2026 https://t.co/CqfjP4J8DP',,"Toronto, Ontario"
b'Nice to see research work by @LakeheadUKIN researcher and @CROSH_CRSST member @sindenk1 on display @ONlabour\\u2026 https://t.co/pjzNXHoaXC',,"Toronto, Ontario"
b'@SteveKupf are you still working on any holiday gift ideas?',,"Toronto, Ontario"
"b'Be careful, you don\\u2019t know who\\u2019s praying for you and who\\u2019s playing with you'",,"Toronto, Ontario"
"b'From soccer games to swim meets &amp; in between, my favourite app for getting about town has got to be @waze. This wil\\u2026 https://t.co/SWJekSmNDv'",,"Toronto, Ontario"
"b""I'm quite chilly, so I think I should go upstairs and sneak into bed before anyone wants anything from me. #donttell \\U0001f92b""",donttell,"Toronto, Ontario"
b'BREAKING: Offer Rejected. College workers vote to continue strike. https://t.co/URalOgW15W',,"Toronto, Ontario"
b'Today at work.... https://t.co/bB25FxUSl4',,"Toronto, Ontario"
"b""#Calpurnia's Booklist Reading Crawl continues @AnotherStoryTO tonight @ 7pm! Join playwright/director Audrey Dwyer\\u2026 https://t.co/eW8V3AOMbE""",Calpurnia,"Toronto, Ontario"
"b'@thegamedesigner Game of Thrones the board game. Took me 1 hour to understand how to play, another 30 minutes to te\\u2026 https://t.co/4ZoxRnFOEk'",,"Toronto, Ontario"
b'Did you know we do BDAY PARTIES?! And they\\u2019re extra fun. \\U0001f389 Just watch this video! @ Canadian\\u2026 https://t.co/PaC3sO2466',,"Toronto, Ontario"
"b'Here is the full owl tattoo. We still have another 1-2 hours of work to do, but I am really happy with the results\\u2026 https://t.co/6zsuf3GwVK'",,"Toronto, Ontario"
b'@Citizen6ix @KevinFrankish @BTtoronto @ElizGrace The news was showing &amp; reporting that peds who were crossing DURIN\\u2026 https://t.co/WPGt6ynpA6',,"Toronto, Ontario"
b'@Kathleen_Wynne @MPPKevinFlynn studies show that fair advance notice on work schedule (2 weeks) = decrease in work-\\u2026 https://t.co/E7vYYY4AdJ',,"Toronto, Ontario"
b'@danicamckellar @DancingABC @TomBergeron Replying to @danicamckellar Enjoy watching you on the Hallmark Christmas Movies.',,"Toronto, Ontario"
"b'Last show of tour. Come on out, Toronto!\\n#emilysaliers #murmurationnation #keys #synth #piano\\u2026 https://t.co/o0neojAJ9z'","emilysaliers,murmurationnation,keys,synth,piano","Toronto, Ontario"
"b""Now I know I've lost my mind. I actually just heard a Mastodon song at work. I'm speechless.""",,"Toronto, Ontario"
"b""Thread on how #NetNeutrality works and why it's for the benefit of evryone. Don't let these craven people get away\\u2026 https://t.co/PyTMCN2Oll""",NetNeutrality,"Toronto, Ontario"
b'Last week @italchambers presented CENTItalia: Gusto Cultura! \\u2013 a week-long event that showcases\\u2026 https://t.co/RmffjPo1Ln',,"Toronto, Ontario"
"b""#Repost @ycdesign (get_repost)\\n\\u30fb\\u30fb\\u30fb\\nStealing @suaveliki 's picture to show one of my latest\\u2026 https://t.co/i4eAKWoCK6""",Repost,"Toronto, Ontario"
b'imagine watching infinity war and everybody gets defeated by thanos and outta nowhere comes the sentry',,"Toronto, Ontario"
b'regrettable to see two so called religious figures verbally fighting during a tv talk show \\U0001f621claiming to hold the po\\u2026 https://t.co/46RvOYySWB',,"Toronto, Ontario"
b'y\\u2019all remember bein home sick in middle school eating soup watching csi marathons all day long? those were the days man',,"Toronto, Ontario"
b'got an earlier flight since mine kept getting delayed and the guy infront of me is watching The Night Before... I c\\u2026 https://t.co/i8gbIkeBsp',,"Toronto, Ontario"
b'How I arrive at work in the Winter. #GreyCup #Canada https://t.co/IBxoZTbFwM',"GreyCup,Canada","Toronto, Ontario"
b'Nah she won. Whew chillz',,"Toronto, Ontario"
"b'baby let the games begin\\U0001f478\\U0001f3fc @ Yorkville, Toronto https://t.co/HAVFX1Poky'",,"Toronto, Ontario"
b'So excited to see this work published Joanna!! Will be sharing widely with my network. \\U0001f44f https://t.co/EeZhD5KyS4',,"Toronto, Ontario"
"b'@svnx0 frrrl, id be down to watch'",,"Toronto, Ontario"
"b'Hehehe, I finished playing Danganronpa 1st one... It was so fun to play! Up next...V3 and Ultra despair girls... LOVE LOVE &lt;3'",,"Toronto, Ontario"
b'Word there\\u2019s a whole lots I got to work on well stasaartssss noowowowo',,"Toronto, Ontario"
b'Today was the first day I\\u2019ve worked out of someone\\u2019s house besides mine and the office and yep! Great. Took the lat\\u2026 https://t.co/HvUk6CJ8BE',,"Toronto, Ontario"
"b""Feel for Altidore more than anyone. Clearly not his fault. And he is paying for another team's players mistake.""",,"Toronto, Ontario"
"b'@kattancock Oh, I see. That show made me cringe. But I recall one funny moment when Yan had a fellow Chinese chef a\\u2026 https://t.co/CdNMxVw8wv'",,"Toronto, Ontario"
"b'*Gets traded to new team*\\n""Hey man I work evenings at a restaurant and won\'t be available except for Tuesday this w\\u2026 https://t.co/9URXWfpsSy'",,"Toronto, Ontario"
"b""Not sure where to start with your resume? Don't miss out on our Resume Writing workshop this Friday 2:30-5:30pm! Ge\\u2026 https://t.co/NMva28be8b""",,"Toronto, Ontario"
"b'Do you work in a hospital or in the community, and know informal #caregivers who may benefit from some extra suppor\\u2026 https://t.co/cDmByOPUd4'",caregivers,"Toronto, Ontario"
"b'@SamsungSupport msging you here bc cant contact thru other means. chat wasnt working, email form didnt have my prod\\u2026 https://t.co/VDi5TRTBcO'",,"Toronto, Ontario"
b'@arnoldchang @PlayStationCA Darn! Its works ok on my laptop...try this link https://t.co/M6bpLyjGoo',,"Toronto, Ontario"
"b""Hey #Windsor! We're playing the On Roots Concert Series at Sho Art, Spirit &amp; Performance this Sunday Dec 3rd! It's\\u2026 https://t.co/VsL4BfwHrT""",Windsor,"Toronto, Ontario"
"b'We are currently looking for a research lab technician to work in our subsidiary in China. Master or PhD, Researchi\\u2026 https://t.co/OVq7smXdKI'",,"Toronto, Ontario"
b'Recently revisited THE OTHER GUYS (2010) and the highlight is definitely watching Samuel L. Jackson\\u2019s car fly into\\u2026 https://t.co/oIV5DH4VXA',,"Toronto, Ontario"
"b""I've been hanging out here for the past 2 weeks with @CBTheatre to workshop a new play by\\u2026 https://t.co/IT770sTNPY""",,"Toronto, Ontario"
b'@iamToddyTickles I have chills... and VISION turns human then a robot again later in the trailer?! That\\u2019s some conf\\u2026 https://t.co/1svUgrpqlD',,"Toronto, Ontario"
b'Come watch me watch Scott and pretend to be Scott online on December 22nd as he stands in front of me. #Violation\\u2026 https://t.co/DzQlQttr6d',Violation,"Toronto, Ontario"
"b""My daughter's been watching #FullHouse on #Netflix. It was revealed in an early episode that the mother was killed\\u2026 https://t.co/H58tvegxUC""","FullHouse,Netflix","Toronto, Ontario"
b'When #PUBG 1.0 goes live I think that most players will have to spend many hours adjusting to the changes. \\n\\nThis m\\u2026 https://t.co/odFWr3OUrN',PUBG,"Toronto, Ontario"
"b""Just a small side project I've been working on for the last 2 weeks. An imaginary apartment in\\u2026 https://t.co/5Fnb2WYwa2""",,"Toronto, Ontario"
b'Mabuhay Tayong Lahat! \\U0001f1f5\\U0001f1ed\\U0001f1f5\\U0001f1ed\\U0001f1f5\\U0001f1ed\\U0001f1f5\\U0001f1ed #MissUniverse #Philippines show your support. Pusong Pinoy! \\u2764\\u2764\\u2764 https://t.co/sFrgm4g1pQ',"MissUniverse,Philippines","Toronto, Ontario"
"b""My close friends know the inner workings of the nonsense in my life - wouldn't wish a lot for these situations on anyone lmfaoooo""",,"Toronto, Ontario"
"b""@navigatetherisk Or play some loud music or something. That way even if they don't get the hint, you can drown them out""",,"Toronto, Ontario"
