text,hashtags,placename
b'Hells Bells playing on a defensive 3rd down is my favorite thing in sports.\\n\\nSomething about Hells Bells just makes\\u2026 https://t.co/BttW8EqIok',,"Toronto, Ontario"
b'All I can think of is @billburr and his helicopter bit... how you ever gonna escape this place if the water runs ou\\u2026 https://t.co/Da8lIYLzTq',,"Toronto, Ontario"
b'It\\u2019s really the most amaze foundation... some of the other inventions are pretty cool too we talk about our faves c\\u2026 https://t.co/gucKXHTTpj',,"Toronto, Ontario"
"b'@KeithOlbermann @YNB @realDonaldTrump Well his popularity is so low he should be doing weather and traffic, not running a country.'",,"Toronto, Ontario"
"b'then the other girl literally responded AND I QUOTE,  \\u201cim not white, im olive. shut the fuck up!\\u201d https://t.co/FiR39LQQ7d'",,"Toronto, Ontario"
b'been queued here for 11 hours cant wait to see you bb\\U0001f498 @DUALIPA https://t.co/0VzLHWMVG5',,"Toronto, Ontario"
"b'Spoke st a conference, went to 3 events, and on my 2nd hour of yoga today! \\U0001f64f\\U0001f3fc\\u2764\\ufe0f\\U0001f4af https://t.co/KbEUFh2SPa https://t.co/2fnQeAeAMB'",,"Toronto, Ontario"
"b'After hearing reports that Superman may or may not be sporting a delightful moustache, I had to\\u2026 https://t.co/64T8TIqHft'",,"Toronto, Ontario"
b'I swear to god someone on my floor started a butter chicken factory',,"Toronto, Ontario"
b'Lol @ the people that r getting mad at others for feeling empathy over Manson\\u2019s death..... people like him r so gla\\u2026 https://t.co/hXqxmgpKq1',,"Toronto, Ontario"
b'Got my new iPhone X... feeling so much more productive. Let\\u2019s hope this one doesn\\u2019t fall into the pool! \\U0001f3ca',,"Toronto, Ontario"
b'How I lose of course we\\u2019re legit beating everyone so easily all games off host but eventually we\\u2019re gonna lose because we got a bad seed',,"Toronto, Ontario"
b'Mad how dirty some peoples runners actually are',,"Toronto, Ontario"
"b'Yup, just accidentally made 4 twitter groups of random people that don\\u2019t know each other \\U0001f44f\\U0001f3fb\\nhttps://t.co/sa7KcBpRqD'",,"Toronto, Ontario"
b'@Totally_Offside \\U0001f44a planet earth in 4K is balls to the walls nuts',,"Toronto, Ontario"
"b'WE WILL NOT TOLERATE ANY OF THIS! Along with other black organizations across campus, the BSA will be starting a\\u2026 https://t.co/KxewK5MGtF'",,"Toronto, Ontario"
b'Looking beautiful while suffering is the key of an artistic sport. \\u26f8\\n#crockcrolls #weights\\u2026 https://t.co/hPu60uSP8I',"crockcrolls,weights","Toronto, Ontario"
b'Looking beautiful while suffering is the key of an artistic sport. \\u26f8 / #crockcrolls #weights #workout #lovesk https://t.co/gcr6bKEWPz',"crockcrolls,weights,workout,lovesk","Toronto, Ontario"
b'Preforming citizens arrests on people  biking on sidewalks &gt; everything',,"Toronto, Ontario"
"b""I live on the 23rd floor, there's 3 elevators and it took 10 mins to come and it was full.\\nMy presto card was empty\\u2026 https://t.co/m828g29Utz""",,"Toronto, Ontario"
"b""The two other Conservative MPs had a litany of thoughtful and useful questions (not quite as tweetable.) Gallant's\\u2026 https://t.co/aQlfRq6pJq""",,"Toronto, Ontario"
b'Daddy Mi - Davido\\n\\nGotta dance to it with my Dad \\U0001f483\\U0001f3fd it\\u2019s a prayer https://t.co/RxflWJLVQR',,"Toronto, Ontario"
b'Sobeys cutting 800 office jobs across Canada https://t.co/7f2e9txbX8',,"Toronto, Ontario"
b'he\\u2019s a trained spy. take him out https://t.co/uDlW6AGAiT',,"Toronto, Ontario"
b'For your safety &amp; the safety of others Pls enter the transit system through passenger entrances not via bus roadways https://t.co/0TgogA6KNr',,"Toronto, Ontario"
b'Respect TTC By-Law #1 &amp; other riders.  No smoking on TTC property including all outside areas.  Avoid the $235 fine. https://t.co/e8etz2ZJ0n',,"Toronto, Ontario"
b'If we aint winning by 15+ tonight I may need to step away from some of these games til the new year. Im personally\\u2026 https://t.co/xN69wP9cQg',,"Toronto, Ontario"
b'Funded by US union SEIU. If Conservative-affiliated group rans ads financed by US entity the left/media wid go ball\\u2026 https://t.co/tJ6k7qcCyg',,"Toronto, Ontario"
b'The smallest people be the personal trainers at the gym',,"Toronto, Ontario"
b'When you know your troll game A1',,"Toronto, Ontario"
b'Leafs now head to Florida for game on Wednesday\\n\\nToronto will play 14 of its next 18 games on the road (through Dec. 31 at Vegas)',,"Toronto, Ontario"
b'When you know your troll game A1 https://t.co/HbKyN2btGL',,"Toronto, Ontario"
b'Such a fun night dancing in @therealrussellp\\u2019s basement! #RPHousePartyCTV #TheIndianDetective https://t.co/iRuanjDP8r',"RPHousePartyCTV,TheIndianDetective","Toronto, Ontario"
b'Butternut squash tagine with grilled millet cakes. #ThankYouFrancis https://t.co/ODTCpjIhDZ',ThankYouFrancis,"Toronto, Ontario"
b'@AdditionElle this sports bra is amazing! Hope you get more colors in stock. https://t.co/a7oeelE3MX',,"Toronto, Ontario"
"b'""If civic engagement is applied as a procedure among other procedures, it does not carry significant meaning.""\\u2026 https://t.co/UO0aOtLrr2'",,"Toronto, Ontario"
"b'10k Saturday morning run. ""If you always do what you\'ve always done, you\'ll always get what\\u2026 https://t.co/cczZ4GD8pX'",,"Toronto, Ontario"
b'The Industrial Look #madeincanada.\\nThis #barstool brings the ultimate industrial look to your home with distressed\\u2026 https://t.co/Bnse7gU7s4',"madeincanada,barstool","Toronto, Ontario"
b'Tucker is giving us quite a game of chase. Please DO NOT go out looking in bushes for him. We need him to settle do\\u2026 https://t.co/WRBOgyCK6E',,"Toronto, Ontario"
b'Try and look at an abusive relationship from the other side for once. There\\u2019s a lot of people hurting. https://t.co/bFhaBdavYs',,"Toronto, Ontario"
b'FRESH TILL DEATH from gymstar.ca\\n#ig #instagram #instagramers #instafitness #likeforlike #fitspo\\u2026 https://t.co/jRABx5xtBO',"ig,instagram,instagramers,instafitness,likeforlike,fitspo","Toronto, Ontario"
b'Word. Lol i forgot about this freestyle https://t.co/EjnkZ6AyjG',,"Toronto, Ontario"
b'Windy winter conditions @KillingtonMtn &amp; it\\u2019s @Alpine_Canada in the lead after Laurence St-Germain sets the pace in 2nd run! Very solid Lau!',,"Toronto, Ontario"
"b""@fullofwhoa The Tick got in his way during his epic cross-country run. Didn't go so well. (More annoyance, though.) https://t.co/pkMAmTdNkL""",,"Toronto, Ontario"
"b""I do a little dab for the Feds and I don't even like that dance""",,"Toronto, Ontario"
"b""Post workout selfie!!! I'm a sweaty \\U0001f4a6hot mess but let me tell you I feel the sexiest after my\\u2026 https://t.co/JP9zKgPXDr""",,"Toronto, Ontario"
"b'Did a thing with @njh287. \\nTLDR: basketball is fun, @kurtwearshats is my fave, Giannis is good and @JoelEmbiid is t\\u2026 https://t.co/7m6BTYib40'",,"Toronto, Ontario"
b'@JulienGignac are you doing another toronto based gift guide this year? Or other gifting story?',,"Toronto, Ontario"
"b'Fun fact! #InternationalWomensDay is a legal holiday in Cambodia, Russia, Vietnam, Afghanistan &amp; several other coun\\u2026 https://t.co/17rDZ8Fpo2'",InternationalWomensDay,"Toronto, Ontario"
b'@DavidWeisz Ah they have it on the machines here  on campus - my old laptop could never run it I imagine',,"Toronto, Ontario"
"b'From soccer games to swim meets &amp; in between, my favourite app for getting about town has got to be @waze. This wil\\u2026 https://t.co/SWJekSmNDv'",,"Toronto, Ontario"
"b'S/O to all the women in customer service, retail, food service, office admin, hospitality, manufacturing, and other\\u2026 https://t.co/jKEp21YAao'",,"Toronto, Ontario"
b'@thewannabegypsy Did you do a river cruise on the Seine to other cities or just within Paris?',,"Toronto, Ontario"
"b""Oh you under 35's in the gym. Wait till you hit 35. I laugh in your general direction.""",,"Toronto, Ontario"
b'I cannot believe the NRC season has come to an end and tonight will be our last home run of\\u2026 https://t.co/UEFTGrtAie',,"Toronto, Ontario"
"b""@dhaval241086 Dude Rock's whole family is in wrestling business.""",,"Toronto, Ontario"
"b'@thegamedesigner Game of Thrones the board game. Took me 1 hour to understand how to play, another 30 minutes to te\\u2026 https://t.co/4ZoxRnFOEk'",,"Toronto, Ontario"
"b'People are reaching out to me about New Age frauds running around offering spirit names, become an Indigenous Heale\\u2026 https://t.co/BYa683EyMO'",,"Toronto, Ontario"
b'6 new PBC treatments are in clinical trial in Canada! How do specialists/hospitals decide which drug trials to run?\\u2026 https://t.co/Ploz8IKlY0',,"Toronto, Ontario"
b'From toning down that killer quirk to achieving seriously sensational style.\\n#Homestaging tips to sell fast -&gt; https://t.co/czwl6bzsvX',Homestaging,"Toronto, Ontario"
b'Not sure what to get your favorite #IT pro this year? Start with this ultimate #SDWAN wishlist\\u2026 https://t.co/GCiSFDBLph',"IT,SDWAN","Toronto, Ontario"
"b""We are ready for the game. Come On You Reds, let's win @torontofc #TFCLive @ Toronto, Ontario https://t.co/sflUZwt24K""",TFCLive,"Toronto, Ontario"
"b'Damn, @TTCnotices these open gangway #TTC subway trains are nice! Great for all pax, including those in wheelchairs\\u2026 https://t.co/s0II4CawEY'",TTC,"Toronto, Ontario"
b'Fun necklaces and other great gift ideas for the holidays https://t.co/x2Pli0JHa3 https://t.co/CSeFCXdiOS',,"Toronto, Ontario"
"b'baby let the games begin\\U0001f478\\U0001f3fc @ Yorkville, Toronto https://t.co/HAVFX1Poky'",,"Toronto, Ontario"
b'@AaronWherry I find the cowboy cosplay as hilarious (actual cowboys probably can\\u2019t afford tickets in the PMs sectio\\u2026 https://t.co/npyNwXqvHu',,"Toronto, Ontario"
"b""Lately I've been refocusing alot of the energy and attention I've been giving others, too much of it, back to me.\\u2026 https://t.co/x449MuLcuJ""",,"Toronto, Ontario"
b'Late night @svnx0 rants the best highkey',,"Toronto, Ontario"
"b""@hogwarts_reacts I'm sooo glad she was happy. Her favourite Jon Snow came back, That must have been a killer for yo\\u2026 https://t.co/5Y3ClKUOkz""",,"Toronto, Ontario"
"b'@SamsungSupport msging you here bc cant contact thru other means. chat wasnt working, email form didnt have my prod\\u2026 https://t.co/VDi5TRTBcO'",,"Toronto, Ontario"
b'@WBGamesCanada My oh my!!! This game just keeps getting better and better!! https://t.co/d45NphBchu',,"Toronto, Ontario"
b'The gymnastics the Republicans are going through to defend Moore are breathtakingly troublesome in 2017! https://t.co/sllFehDBMe',,"Toronto, Ontario"
"b'i don\\u2019t see the issue with this game though like you have 121,307 contracts i think u just need to take a break fro\\u2026 https://t.co/JeSBGcf0O4'",,"Toronto, Ontario"
b'Acadian Caviar training tonight cafecancanto Come&amp;join us! @kingofcaviar @torontolife\\u2026 https://t.co/XFO3vpoZys',,"Toronto, Ontario"
b'Literally seen those 2 tweets right above the other.. No shade lmaooo',,"Toronto, Ontario"
b'Black Friday is a killer',,"Toronto, Ontario"
"b""Tryna salvage what's undone and deny what you can't out run.""",,"Toronto, Ontario"
b'My footage cutting buddy https://t.co/cEFpP2TRrK',,"Toronto, Ontario"
b'Travis Zajac will make his season-debut for #NJDevils.\\n\\nMissed first 17 games recovering from off season surgery fo\\u2026 https://t.co/JDtNzW7Zk0',NJDevils,"Toronto, Ontario"
b'Fam these colleges really want to play games when it\\u2019s my last semester.',,"Toronto, Ontario"
"b'Girls be ballin lowkey, never seen a pocketbook with less than 40'",,"Toronto, Ontario"
"b'@FoxNews Drug companies have claim to a molecule formulation that they can keep others from making for two decades,\\u2026 https://t.co/dAtj6gYLYB'",,"Toronto, Ontario"
"b""@TwitterSupport All of a sudden I can't tag my photos in Twitter. The Who's in this photo? no longer allows me to search. Help!""",,"Toronto, Ontario"
b'First stop- @LakefieldCS staff exploring the urban natural environment and talking about environmental stewardship\\u2026 https://t.co/QWUtKOcoBm',,"Toronto, Ontario"
"b'For #MarleneBird: last night\\u2019s flash mob round dance in Dish with One Spoon territory/Toronto, outside the INAC off\\u2026 https://t.co/t3DTK6RuvN'",MarleneBird,"Toronto, Ontario"
b'@AhmedDHussen announces $21 million for bridge training funding #CdnImm',CdnImm,"Toronto, Ontario"
b'We are setting up for day 2 of intercultural ministry facilitator training! #ecumenical #intercultural #ministry\\u2026 https://t.co/O19jJS3rto',"ecumenical,intercultural,ministry","Toronto, Ontario"
b'When you wake up in time to catch the end of the Furies game \\U0001f62e someone finally cracked Chulis shutout!!!! \\U0001f44f\\U0001f44f\\U0001f44f\\u2026 https://t.co/qvGzhKJlJ2',,"Toronto, Ontario"
b'Late night workout or lay on the floor like a star wit easy access donuts juss one arm reach away',,"Toronto, Ontario"
"b'@Molotov__Coqtiz Heyyyy there my friend, I heard The Sims 4 for the consoles available, best The Sims games classic\\u2026 https://t.co/1NUemI6mx2'",,"Toronto, Ontario"
"b'Options, we have options! Malteaser Advent Calendars and more. Who loves these malt balls?\\u2026 https://t.co/Kz5YP89oL3'",,"Toronto, Ontario"
b'in other news i love me some acpc',,"Toronto, Ontario"
"b""@JordanClarksons bro. You need to pass the ball. Pls. I'm begging you.""",,"Toronto, Ontario"
"b""Morata is a tad slow today isn't he? The defender has gotten to every ball in the box before him. Is he tired?""",,"Toronto, Ontario"
"b""How is there train traffic when it isn't even rush hour? #TTC""",TTC,"Toronto, Ontario"
"b""Wasn't handball, was arm ball.0""",,"Toronto, Ontario"
b'Nothing annoys me more than the subway train going out of service at Glenclarin station! #TTC',TTC,"Toronto, Ontario"
b'Tell me why I\\ufe0fm crying in the club rn',,"Toronto, Ontario"
"b'@Lavallee77Paul @TorontoPolice @TrafficServices @TOSanta We bring the same ""value"" as any other officer. \\n\\nDisplays\\u2026 https://t.co/UyPKlfonUp'",,"Toronto, Ontario"
b'Here are other questions they must be asked:\\n\\n- How many cornrows Young Steff have on his head?\\n\\n- calculate the di\\u2026 https://t.co/4p5WKvC1zf',,"Toronto, Ontario"
b'Need people coaching senior women to allow them to move up the ranks- panelist #MenLeanIn #LeanInCanada @LeanInCanada @PwC #GivingTuesday',"MenLeanIn,LeanInCanada,GivingTuesday","Toronto, Ontario"
"b""If it wasn't for game 6 this would be a great memory https://t.co/vJtQzAaoQh""",,"Toronto, Ontario"
b'You know you\\u2019ve been waiting too long at Ikea when you create a game out of the snacks in the vending machine...#renolife',renolife,"Toronto, Ontario"
b'\\u201cThis particular Mohammad is moving mountains\\u201d - commentators in the #LIVCHE game after @22mosalah\\u2019s goal. \\U0001f525',LIVCHE,"Toronto, Ontario"
b'Imagine being so butthurt you happy that other people on here get they accounts taken from them',,"Toronto, Ontario"
"b'@TheReelPhilD ""Hey, could you use some help?"" \\n""No, I\'m good. I\'m just going to run through four people and get the\\u2026 https://t.co/jbX7ZqwX5L'",,"Toronto, Ontario"
"b'Still great biking weather \\U0001f6b4 \\n\\u2022\\n\\U0001f4f8: seangregor @ Toronto, Ontario https://t.co/fThkgcyjI5'",,"Toronto, Ontario"
"b""can't understand why other judged me even though i'm still bringing out the real me""",,"Toronto, Ontario"
b'can other just stop judging',,"Toronto, Ontario"
"b'We have been hardwired to compare with others \\u2013 right from our academic life, to work, family and even #yoga  Class\\u2026 https://t.co/zVHmNazVm7'",yoga,"Toronto, Ontario"
"b'Today\\u2019s writing zen features the startling productive combo of yoga pants, Taco Bell and Ja Rule. \\U0001f9d0'",,"Toronto, Ontario"
"b""I need to get my ass on Snoop Doggs new game show Joker's Wild. It's like trashy Jeopardy and probably my new favor\\u2026 https://t.co/AFtcwrJFrP""",,"Toronto, Ontario"
"b""@tonyarnold @rosyna It's there for AppleScript interop. As are other methods like -isGreaterThan:.""",,"Toronto, Ontario"
b'Yesterday at work we were all talking about how my boss basically bullies my other boss the junior librarian.',,"Toronto, Ontario"
"b'When I\'m showing for the short pass it means I will run in behind the defender line. Interactions. Possessor must ""\\u2026 https://t.co/SMvjSp7vFD'",,"Toronto, Ontario"
b'@vmetu @EuphoricEuler The other part of which tweet?',,"Toronto, Ontario"
"b""You don't have to put down other sports to make people like your sport, both are fine days? https://t.co/9nG08qWWQ2""",,"Toronto, Ontario"
"b""@VolcanoVapor #Mighty vaporizer. I've put like a 1000 hours on the beast. Still runs like\\u2026 https://t.co/fOEfdiJO3r""",Mighty,"Toronto, Ontario"
"b'\\U0001f4e2 Have you heard the news? Starting TOMORROW, we are offering 10% off personal training! It really is the most wond\\u2026 https://t.co/9sLvPPIQou'",,"Toronto, Ontario"
b'And we @CentennialEDU are proud to get his training in the hands of the future workforce of this hospitality and to\\u2026 https://t.co/ruHnbAKym6',,"Toronto, Ontario"
"b""@rymkrs In a world where the NHL is still run on goals and assists, I'd say it means Stone will get somewhere aroun\\u2026 https://t.co/YWVQ7M9rGp""",,"Toronto, Ontario"
b'Ribbon cutting then band plays Talking Heads (legendary RISD architecture &amp; design band) plays \\u201cThis Must Be The Pl\\u2026 https://t.co/sgExB9daMr',,"Toronto, Ontario"
"b""i'm just going to rant. i'm 23 years old, i've hardly had a relationship with my dad, he waltzes back into my life\\u2026 https://t.co/nnIN8tvN3k""",,"Toronto, Ontario"
"b""It's a great time to be a basketball fan. It's a bad time to be basically anything else.""",,"Toronto, Ontario"
"b'For all you video game lovers, be sure to come visit the #houseofxca today at 202 Queen St. W\\u2026 https://t.co/qngZuJa02B'",houseofxca,"Toronto, Ontario"
"b"".@WayneGretzky's gameday breakfast, probably. #GiveAToast https://t.co/2tzNiPe7dI""",GiveAToast,"Toronto, Ontario"
b'Y\\u2019all need to run me my whole goddamn osap\\U0001f52a https://t.co/zhlQQIbaUP',,"Toronto, Ontario"
b'Went to see a guy about a gym floor... thanks for the inspiration Adam @moncerflooring lots of\\u2026 https://t.co/yQi4479xG6',,"Toronto, Ontario"
b'@TTCnotices @TTChelps is there no 74 Bus leaving from St. Clair station at 5:02pm today? Very random.',,"Toronto, Ontario"
b'Aviva throws down family friendly gauntlet to Government and other employers https://t.co/XLANMacOGJ',,"Toronto, Ontario"
b'Not quite winter yet at the Humber Arboretum meadows. Ozzie runs off leash this morning.\\u2026 https://t.co/i75tsiqzpN',,"Toronto, Ontario"
b'Glad we had our tutors in the office today for a team training on #SmallBusinessSaturday \\nAlways trying to improve for our clients!',SmallBusinessSaturday,"Toronto, Ontario"
b'I hateeee waking up in a bad mood. Right today when I gotta deal w people more than any other. Ugh',,"Toronto, Ontario"
"b""If you randomly receive a text message purporting to be from BMO aka Bank of Montreal do not click the link, it's F\\u2026 https://t.co/CImcom4RNZ""",,"Toronto, Ontario"
b'Need to vent my Ls on yeezy to other shoes. And @LIVESTOCKcanada is where to go. Got all at 60% off. S/O\\u2026 https://t.co/hJwAHct7XP',,"Toronto, Ontario"
"b""#Repost gymstar.ca (get_repost)\\n\\u30fb\\u30fb\\u30fb\\nYou don't ALWAYS have to wear gym clothes. -\\nCurtis Brown in\\u2026 https://t.co/1Ri2vbuiHu""",Repost,"Toronto, Ontario"
b'Desperately looking for CNN at this sports bar. https://t.co/mBO5rW2aOu',,"Toronto, Ontario"
b'30 minute delay on the train \\U0001f643',,"Toronto, Ontario"
"b""here's my silly opinion on this. if you buy and support video games that have loot boxes, and DLC, and pay to win,\\u2026 https://t.co/hvgMON6Ukc""",,"Toronto, Ontario"
"b'@Bhoka @katienotopoulos @ScottRogowsky @hqtrivia I was so sprung i tagged your slack handle, hello  @boop'",,"Toronto, Ontario"
b'No better present for ur significant other than the gift of pain free sleep. Sleepy Kneez knee pillow for side slee\\u2026 https://t.co/h7PCEBfzls',,"Toronto, Ontario"
b'Join us for Spotlight AR/VR on Dec 2 and get a dose of dancing generative art from\\u2026 https://t.co/0sPuKqXjRM',,"Toronto, Ontario"
"b""It's a significant loss for MLS they won't have one of their top players take part in, as of now, 1 game. Villa dec\\u2026 https://t.co/MPcWJbzmHl""",,"Toronto, Ontario"
b'Who has been the most impressive 20 games in.  Let\\u2019s get your thoughts. @NHL @Sportsnet https://t.co/bTgrG1Jm12',,"Toronto, Ontario"
"b'*for American residents. For now. \\n\\nBut if this is successful, it will spread to other countries. https://t.co/ewN6jBAkdI'",,"Toronto, Ontario"
b'The drug that helps you write is also good in other ways: https://t.co/oqZ7SyuUcF',,"Toronto, Ontario"
b'Contemporary #Barstools from #Furniture #Toronto. available in a wide range of colours. On dipsplay in our Showroom\\u2026 https://t.co/w5AaLv7Cb4',"Barstools,Furniture,Toronto","Toronto, Ontario"
b'I always love going for late night runs with my dog because being out-paced by a 10 month old shih tzu is so humbling.',,"Toronto, Ontario"
"b'Where are the Stampeders post game comments? Oh, they are all choked up'",,"Toronto, Ontario"
"b""every time a svt member who isn't hoshi goes on a program w someone from shinee.... he's like a quadruple gemini i\\u2026 https://t.co/jkoMHwYNJa""",,"Toronto, Ontario"
"b'Takes incredible guts to sing and perform in a blizzard to a flock of lost Canadian Geese, never mind a stadium. Hu\\u2026 https://t.co/4CXDhyRmtL'",,"Toronto, Ontario"
b'Congrats TDot.\\n\\nGreat game!!\\n\\nToronto Argos #GreyCup',GreyCup,"Toronto, Ontario"
"b'@JoeFresh I bought a jacket, took off the tags and then someone noticed 2 holes in the back! I have the receipt! Ca\\u2026 https://t.co/9uJwaPa2GX'",,"Toronto, Ontario"
"b""Really hope the Jays have a big off season which I think they will otherwise Toronto sports look like they're all right on track \\U0001f525""",,"Toronto, Ontario"
b'Devier Posey is a class act as MVP of the Grey Cup game. #GreyCup',GreyCup,"Toronto, Ontario"
"b""I've still never seen the Argos lose a #GreyCup game. 6-0 last six appearances. None more exciting than this one.""",GreyCup,"Toronto, Ontario"
b'i never thought id see this dialogue in a danganronpa game but here we are https://t.co/4JB6FyeLkG',,"Toronto, Ontario"
"b""Umm Ima just do a random questionnaire thread cause I'm bored &amp; shit""",,"Toronto, Ontario"
"b""@ipoliticsca @janicedickson I'm inspired.  Filming myself doing laundry then I'm going to run for office.  Pretty sure I win...""",,"Toronto, Ontario"
b'@tar48082 @shannonrwatts From what you are hearing? The RNC is a huge operation too big for one person to run. Did Donnie run the RNC?',,"Toronto, Ontario"
"b'Merry Christmas, killers. https://t.co/bU9FTYUrc0'",,"Toronto, Ontario"
"b'@twolinepass If you were a 14 year old today what route would you want to take to the NHL? (JR hockey, NCAA, OR EURO LEAGUES?'",,"Toronto, Ontario"
b'Insecure children run governments. Fin. https://t.co/BxAke2QY4Y',,"Toronto, Ontario"
"b'If companies want to disrupt they need to change the rules of the game, not just improve says Dreampayments CEO #ibmdif'",ibmdif,"Toronto, Ontario"
b'The cutting-edge field of #cybersecurity is moving quickly and we\\u2019re looking for great talent! Join us on Nov 28th\\u2026 https://t.co/mjiTLxX1pQ',cybersecurity,"Toronto, Ontario"
b'hold each other by a great big world? did you mean: the softest bi song',,"Toronto, Ontario"
b'Tom Jefferson warned about this problem so clearly and so many times it\\u2019s astounding.  Many others as well.  Anyone\\u2026 https://t.co/rQayCR4LZk',,"Toronto, Ontario"
b'We all have em! Some are shittier then others. But I\\u2019m wiping my slate clean and really looking\\u2026 https://t.co/rWePaA03Z7',,"Toronto, Ontario"
b'never let other people tell you what love means to you.',,"Toronto, Ontario"
b'\\u25cf\\u25cf\\u25cf\\u25cf\\u25cf\\u25cf\\u25cf\\u25cb\\u25cb\\u25cb\\u25cb\\u25cb\\u25cb\\u25cf\\u25cf\\u25cf\\u25cf\\u25cf\\u25cf\\u25cb\\u25cb\\u25cb\\u25cb\\u25cb\\nCEUTRICORE From gymstar.ca USE CODE \\U0001f449 DIAMONDMAN\\xa0 and get 10% off when\\u2026 https://t.co/STqL2FH5vH',,"Toronto, Ontario"
"b'So basically FoxNews will run the Trump Propaganda hour while fully ignoring the fact that his kid colluded, AG lie\\u2026 https://t.co/STl2WkyxO9'",,"Toronto, Ontario"
"b'@awesomel293 @fakeGAINER Ohhhhh well played. \\n\\nBut seriously, how far into the game before they start the engines o\\u2026 https://t.co/kPQS0PH3AX'",,"Toronto, Ontario"
"b""I did two mid range and two high range and I can already tell it's above the mid range... https://t.co/zXmwN842bM""",,"Toronto, Ontario"
b'People gotta stop being sensitive about @JoelEmbiid trash talking makes the game more competitive along with his an\\u2026 https://t.co/8cHCxkPNIw',,"Toronto, Ontario"
b'#dressrehearsal with ILT Champ https://t.co/rkbUwqHFel @sullysboxinggym this AM\\U0001f44a\\U0001f3fd\\U0001f981\\n\\nThe #boxing game is mostly\\u2026 https://t.co/FeXjsMIftP',"dressrehearsal,boxing","Toronto, Ontario"
b'@MollyBozak it was nice meeting you last night at the game \\U0001f60a https://t.co/7FKGht4Bt7',,"Toronto, Ontario"
b'@minniafeng \\u201cBlackouts build fan bases!\\u201d -somebody... probably',,"Toronto, Ontario"
b'My #DimSum game is \\U0001f525\\U0001f451 https://t.co/AqDQXw9Qv2',DimSum,"Toronto, Ontario"
b'A1. The disrespect occurred when he had two kids with other women while with you... This time he actually asked to\\u2026 https://t.co/pGq0z6io1E',,"Toronto, Ontario"
b'Gotta love my wrestling fam!!! https://t.co/e3DQq6HlDN',,"Toronto, Ontario"
b'This Sunday is our first Family Dance Party! Come by after the Santa Claus Parade and dance the\\u2026 https://t.co/pZkXykEOHY',,"Toronto, Ontario"
"b""@amazon_syren Picnics - yes.  I love that - I'm definitely going to work that one into the rotation.  Thank you!""",,"Toronto, Ontario"
b'Q: What\\u2019s the difference between gambling by putting money down for a random loot box in a video game and gambling\\u2026 https://t.co/om1bUuDaha',,"Toronto, Ontario"
"b""currently dancing this in my head since it's playing on my personal playlist. \\U0001f481\\n\\nhttps://t.co/2bpQT0SIRA""",,"Toronto, Ontario"
"b""Sooo Justice League opens in 2 days, has not yet had it's embargo lifted, and the reviews that have surfaced are de\\u2026 https://t.co/jRylIJmXx9""",,"Toronto, Ontario"
"b'Taking a snack break from 5 hour long tattoo sessio. Alone, I just wandered into a random Popeyes in a part of Toro\\u2026 https://t.co/XghsOQxuaK'",,"Toronto, Ontario"
"b'Taking a snack break from 5 hour long tattoo session. Alone, I just wandered into a random Popeyes in a part of Tor\\u2026 https://t.co/8ePSsN67Ax'",,"Toronto, Ontario"
b'We\\u2019re we better off in 2017 than other years.\\n\\nAre you excited or worried about  2018? https://t.co/Cp2B2nDvsW',,"Toronto, Ontario"
"b'Heres hoping this ish is sorted out by Jan 9, otherwise I might be stranded in Colombia (oh noes). \\n\\nhttps://t.co/mB1vKPbtrA'",,"Toronto, Ontario"
b'@steviepls Good question he looks like a walking corpse',,"Toronto, Ontario"
"b""The ultimate #tbt is when you check your closet and realize that after all this time, there's STILL some Randy River in there. #TrueStory""","tbt,TrueStory","Toronto, Ontario"
b'Time to have some fun! \\U0001f642\\nHead to our Instagram account for a \\u2018Capture this photo\\u2019 contest we\\u2019re running and it ends\\u2026 https://t.co/6ZXmEiHd35',,"Toronto, Ontario"
"b'Taylor Hall on being asked how Auston Matthews absence changes dynamic of game: \\n\\n""That\'s huge for us that he\'s not\\u2026 https://t.co/aOpYQTSbTp'",,"Toronto, Ontario"
"b'Good morning, we are about to get started at the Laura Babcock murder trial.\\nDellen Millard will be first up, as he\\u2026 https://t.co/CKdempVKuW'",,"Toronto, Ontario"
b'We are tagging in new colleagues tomorrow so I\\u2019ll be following your tweets for updates! Have a great day! https://t.co/GKudP8cGi6',,"Toronto, Ontario"
b'Pre game beers at #steamwhistlebrewery with @googz80 @ Steam Whistle\\u2026 https://t.co/JBmr3JZwMC',steamwhistlebrewery,"Toronto, Ontario"
"b'a dog just peed on the front wheel of a parked bike and honestly, lol'",,"Toronto, Ontario"
"b""Is there really a chance the Russian hockey team won't play in the 2018 Olympics? @eduhatschek broached that subjec\\u2026 https://t.co/X9V0KwYR0v""",,"Toronto, Ontario"
b'There are few MSM News sources I depend on for accuracy in reporting other than that from @CBCNews @CBCWorldReport\\u2026 https://t.co/wV0jgSkM7A',,"Toronto, Ontario"
"b'Gracie thinks we have a lot of other ways to find ""community"" in 2017, and don\'t need organized religion anymore. Thoughts???'",,"Toronto, Ontario"
"b'@anglicandioTO tweeps, don\\u2019t forget to pack your charging cables and use the #synodTO tag! Gonna be a great day.'",synodTO,"Toronto, Ontario"
